sentiment,content
Negatif,maps tolong diperbaiki min
Positif,cepat tepat
Positif,sangat tepat waktu
Positif,perjalanan enakdan cepat
Positif,pelayanan ramah cepat
Positif,saya sangat suka maxsim pelayanan cepat murah
Negatif,drivernya tidak jelas lambat juga masa saya sesusai titik bilang tidak padahal berdiri titik saya
Positif,pengemudi ramah sopan tepat waktu aku kasih bintang
Positif,membantu sekali
Positif,mksih bnyak mas
Positif,drivernya sangat baik sabar
Positif,ramah baik
Positif,alhamdulillah pak ojol maxim bawa motor pelan nyamanramah bapak
Positif,mntpp lebih cepat murahhhh
Negatif,menurut saya ada kekurangan bagian map terus perbaiki iya
Positif,baik pelayanannya
Positif,aplikasi bagus tolong banget banget maxim buat driver tekan dislike jangan bolehin dapat orderan pemesanan dislike takut sama drivernya bahkan dapat drivernya takut pakai maxim kalau lagilagi dapat driver dislike please bangettttt
Positif,layanan cepat ongkos bersahabat drivernya ramah
Positif,bagusssss banyakkk driverrr ramahh sayaaa temuii disinii semogaa kedepannyaa selaluu banyak driver ramah tidak menyalahi peraturan maxim saya berlangganan menggunakan maxim lama
Positif,aplikasi versi baru bagaimana cara update
Positif,layanan baik
Positif,terima kasih drivernya sopan
Positif,ramah aman cepat
Negatif,kurang fiturnya kak barusan saya pesan kebetulan ada barang ketinggalan mobil mau saya tanyain drivernya gabisa ga ada kontak hubungi
Positif,sangat memuaskan pak drever ramah sekali
Positif,sangat puas terima kasih
Positif,baguss cepat murah ramah semoga tetap konsisten harganya yaaa jngn naik turun melulu apk sebelah
Positif,pelayanan sangat baik
Positif,driver sopan semua
Positif,tepat waktu ramah
Positif,baik ramah keren
Positif,ramah tepat waktu terimakasih
Positif,kurir sangat baik
Positif,sangat baik orang
Negatif,dtng sekolah memberi voucher rb eh pas dipake ga cara pemakaian tidak diberi tahu tipu ga si
Negatif,apk paling ribet beda sama gojek mau isi saldo gagal terus tolol
Negatif,saya pesan ojek kok dapat ojek kamu lebih jaraknya waktu tempuh seharusnya cuman menit minta jam padahal banyak ojek jarak saya cuman meter terlambat masuk kelas saya gara
Positif,sangat memuaskan
Negatif,ga batalin food
Positif,semoga sehat tuhan sertai selalu kakak punya pekerjaan god bless you kak
Positif,terima kasih membantu
Positif,supir ramah baik mau menunggu
Positif,sangat membantu juara sekali ramah pertahankan driver si lain minta cancel minta tambahan biaya bahkan nggk mau si bayar sama jualan online juga
Positif,respon cepat harga bersahabat
Positif,order dipenuhi agus nugroho toyota etios warna putih nopol adap terima kasih atas perjalanan rating terimakasih pa memberikan pelayanan terbaik kepada
Negatif,aplikasi ojol asal asalan calon driver daftar sangat mudah tidak perlu membawa skck apabila menjadi driver driver tidak mengikuti sefty riding sangat beda sama gojek kalau menjadi driver gojek calon driver daftar wajib menggunakan skck setelah menjadi driver gojek driver haruskan mengikuti sefty riding pondok cabe
Negatif,jangan bawa bawa logo ijo lah
Positif,baik ramahdan nyamanmantap
Positif,driver ramah baik dlm berkendara
Positif,cukup baik semoga pelayanan semakin oke
Positif,keren trmksh bang
Positif,mantap abang driver ramah bgtsukses selalu iya abang
Positif,pelayanan baik
Negatif,lama kalau nunggu orderan maxim car drivernya sombong padahal posisi deket sama titik jemput
Positif,terimakasih pelayannya baik
Positif,tepat waktu ramah
Negatif,drivernya jauh jauh semuadi apk menit nunggu jam
Positif,driver ramah berkendara aman
Negatif,jangan buat fitur maxim kaspro kalau memang tidak digunakan bikin rugi topup disitu
Positif,bagus membantu sekali
Positif,puas banget pakai aplikasi
Positif,murah meriah bersahabat
Positif,terimakasih pak pemumpang selamat sampai tujuan
Positif,memuaskan pokok nyya top
Positif,mantap cepat
Negatif,lebih baik pakai gojek grab jangan pakai aplikasi inii
Positif,baik pakai atribut
Negatif,mantap cuma lama dalam menyeleksi angkutan bintang tiga dulu
Positif,murihh gurihh pertahankann
Positif,pelayanannya sangat baikbagusjujur
Positif,makasi pak sehat selalu
Negatif,semoga ada bonus maxim buat drivernya kasian
Positif,mkasih pgntran sgat cpt
Positif,mantaaaap jaya terus sehat terus
Positif,cepat hati baik
Positif,drivernya baik ramah
Positif,mashaa allah drivernya humble banget sopan ramah top deh
Positif,ramah tamah cepat tanggap
Negatif,perusahaan penyengsara driver tolonh driver pindah semua le tempat lain pelanggan harap segera uinstal app jangan pakai
Positif,pelayanan terbaik
Positif,cepat amanah
Negatif,katanya mitra setiap ada kebijakan baru dipaksa setuju menekan surat persetujuan dimunculkan kalau ga setuju pasti terdampak putus mitra tidak dapat orderan hapus sistem pembatalan merugikan driver cs dibela sedangkan driver ditendang putus mitra seenaknya beri thr cumacuma jangan dialihkan cara bonus pembodohan toh kamu juga ga ngeluarin modal kaya pabrikpabrik
Negatif,min mohon bantuan saya tidk login akun taxse driver sayasoalnya nomer hp sya tidak aktif
Negatif,mencari alamat menuliskan alamat susah agak repot kalau pakai mencari titik pakai map
Positif,sangat bagus ramah
Positif,ramah bagus
Positif,kendaraan bersih driver ramah
Positif,mantap kali drivernya ramah good lah pokoknya
Negatif,drivernya gak benar terima orderan gak antarkan bahkan nyuruh customer cancel padahal pakai maxim tahun pelayanannya makin kesini makin buruk
Positif,sangat bagus pelayanannya
Positif,driver sabar baik
Positif,respon ny sngt baik dn sya sngt puas trimakasih
Positif,terima kasih atas bantuannya semoga mendapat rezeki berlimpah
Negatif,kenapa iya kok gk login berulang kali kode tidak masuk sms nomor telepon tertera
Positif,aplikasi saya nilai bagus respon order sampai pelaksanaannya tambahan biaya dikeluarkan jauh beda sama aplikasi lain semoga lebih banyak fitur memudahkan pengguna aplikasi
Positif,baik sekali
Positif,tarif ongkos ojek maxim jauh lebih murah pelayanan operatornya juga cepat
Negatif,perbaiki map
Positif,operatornya ramah
Positif,mantap gesit cepat tepat mksh maxim
Positif,sangat puas pelayananx sangat bagus orgx tama ramah
Negatif,kendaraan tidak nyaman
Negatif,wallet kaspro kamu jelek xim banyak customer driver kecewa tolong perbaiki
Positif,pelayanan sangat baik draver mau menunggu
Negatif,murah tidak non tunai ada fiturnya tidak dipakai driver tidak pakai non tunai maps sulit kalau cari lokasi
Positif,driver membantu membawakan barang
Positif,ramahsabar cpt hati dalam berkendara
Positif,penjemputan ok driver ramah berkendara aman nyaman
Positif,pelayanan bagus
Positif,bapaknya ramah
Negatif,aplikasi sangat jelek pesan lama baru dapat pengemudi kalau dapat minta ampun lama baru datang titik lokasi jauhmang titik penjeputan kebanyakan suru cencel alasan jauh
Negatif,assalamualaikum bagi kakak admin driver saya tinggal padang kota sering dengar keluhan driver maxim tempat penarikan uang ewallet tidak ada terdaftar khusus padang kota kasian driver
Negatif,snack box kotak bawa kabur sama driver tidak diantar alamat penerimadriver tidak menelepon pihak penerima alamat jelas aplikasi juga kasih nota manualnomor polisi juga bukti pemesanan saya ss bukti selanjutnya mohon tidak lanjuti
Positif,ramah org
Positif,baik sangat puas
Negatif,driver mobil udh angkot nyalip langsung motong jalan orang didik tuh driver skill angkot jangan bawa online nge bahayakan orang
Positif,sangat membantu
Positif,pokoknya mantaapp
Positif,ramah memuaskan
Positif,sangat membantu
Positif,drivernya baik
Positif,devernya baik amanah saya pesan
Positif,puas sekali
Positif,mantappp efisien amanah
Positif,abangnya ramah
Positif,bagus cepat sampai ramah pengemudinya
Positif,baik ramah
Positif,dapat driver baik ngendarain motornya juga pelan gak pecicilan mksh bnyak pokoknya buat drivernya
Positif,keselamatan no ramah good job
Positif,sangat membantu berguna
Positif,pelayanan bagus
Positif,baik sopan
Positif,mantap cepat ramah
Positif,terimakasih banyak pak
Positif,cepat orderan
Positif,cepat baik sopan
Positif,pelayanan sangat bagus
Negatif,adain fitur kirim foto dong chatnya susah banget kalau titiknya gak pas
Negatif,aplikasi pelayanan semakin jelekharga customer driver berbeda rugi bayarnya beda aplikasi aplikasi punya drivernya selisih sampai rb sendiri lagibikin jengkel
Negatif,kadang kadang jaringan suka erortolong segera diperbaiki yamksih
Positif,ramah baik
Negatif,awal aplikasi berjalan baik tetapi tiba saya log out tanpa alasan jelas saya sampai bingung cara menyampaikan driver bagaimana toh pas order tiba log out saya log in kode otp tidak ada padahal saya isi nomor hp benar tolong difix iya
Positif,layanan cepat baik
Positif,baik ramah
Positif,luar biasa bagus
Negatif,agak terlambat sekolah ny dpp
Positif,tetap termurah
Positif,pengemudi ramah sopan
Positif,baik ramah
Positif,ramah baik
Negatif,memang saya suka banget sama aplikasi please iya kenapa kalau maxim pagi gak ada mau terima saya tiap pagi hampir terlambat
Positif,sangat membantu memudahkan dalam perjalanan
Positif,cepat terbaik
Negatif,agak syoknya pas download mau daftar teryata dapat kode verifikasi bukan whatsapp official langsung aga khawatir
Positif,layanan memuaskan trimakasih driver
Positif,sangat baik sopan ramah
Positif,supir ramah baik sopan
Positif,sangat baik ramah
Positif,top sih maxim
Positif,pengemudi bersikap sopan
Positif,sangat memuaskan
Positif,abangnya ramahterimakasih bang
Negatif,makin tingkatkan
Positif,pelayanan drivernya bagusramah deivernya atas nama pak heru sutikno
Positif,driver sopan bersahabat
Positif,sangat terjangkau
Positif,driver oke ramah
Positif,pelayannnya mantap aku pengguna gojek beralih maxim overall aku puas banget sama pelayanan maxim
Positif,pengendaranya sangat baik
Positif,cepat pengantarannya
Positif,terimakasih menghantarkan sya
Positif,kurir ok ramah sopan waspada bawa motor
Positif,pelayanan cepat
Positif,mas maximnya sabar sekali baik
Positif,ramah sabar orangnya
Positif,semoga menjadi aplikasi ojek online terbaik indonesia
Positif,tolong perbanyak pendapatan abang setiap hari mendapatkan pengantaran konsumen mana terimakasih
Positif,semoga menjadi aplikasi terbaik indonesia
Positif,cepat sampainya
Positif,terimakasih atas pelayananx kkx ramah
Positif,orangnya ramah
Positif,sangat memuaskan
Positif,pelayanan prima cepat datang cepat sampai
Positif,murah meriah
Positif,saya sangat berterimakasih pengemudinya driver sangat baik ramah sopan
Positif,terimakasih melayani baik
Positif,pengantaran cepat mantap
Positif,baik sekali
Positif,ramah enak ajak cerita
Negatif,saya memberikan laporan beberapa hari lalu terkait pelayanan driver ditindak lanjuti sampai hari kenapa
Positif,terima kasih perjalanan sampai tujuan
Positif,pelayanan baikdraver baik
Positif,pelayanan baik
Negatif,bagus sih almat banyak gak dikte
Positif,pelayan baik
Positif,bagus terjangkau saran sebaiknya map terus update
Positif,pelayanan kesan sangat
Positif,senang sekali
Positif,drivernya ramah
Positif,pengemudi ramah cepat sampai
Positif,sangat membantu
Positif,kasih abang ranting danagar lebih mudah mendapatkan pengantaran konsumsi balasan orderan terimakasih
Negatif,minta kode otp sejam ga dikirim kirim padahal ada pesanan kain mitranya pasti ngechat saya sadari tadi
Positif,pelayanan nyaman driver ramah
Negatif,bukan soal uang soal kejujuranpesanan pas saya bilang hp saya matibeliau bilang uang memang sedikit jujur sulittidak kecewatapi kritikan perlu perhatikan
Positif,supirnya baik sopan
Positif,terimakasih atas pelayanannya sangat memuaskan
Positif,alan sutisna pengemudi ramah
Positif,oksangat membantu
Positif,driver ramah sekali
Negatif,apk jelek menunya bikin ribet ga ojol lain masa iya mau cancel orderan bahkan ganti driver lain tolong dibenerin dong
Positif,drivernya ramah banngettt
Negatif,abanga bawa motora gk hati² pdhl bawa penumpang hamil besar
Positif,tingkatkan
Positif,makasii banyak pak
Positif,terimakasih banyak sangat senang pelayanan kakak
Positif,bagus maaf sblmya ksh tips banyk
Positif,drivernya baik
Negatif,tadi pagi driver antar anak ksekolah kepala badan terhempassekarang kepala badan anak saya terasa sakittolong pihak maxim tindak lanjuti
Positif,sampai cepat
Positif,pelayanan terbaik
Negatif,nunggu penumpang lama kena biaya tambahan nunggu drivernya lama ga kasih jempol bawah kompensasi lain
Positif,amanah cepat terpercaya
Positif,drivernya sopan
Positif,kerjanya sangat bagus
Positif,driver baik sopan terimakasih
Positif,sangat membantu
Positif,bagus layanannya walaupun masuk lorong lorong drivernya mau
Positif,bapaknya baik semoga lancar rezeki bapak
Positif,trimakasih banyak iya pak tuhan memberkati
Positif,bagus nyaman
Positif,layanan ok mantap buat abang drivernya
Positif,sangat membatu
Positif,terima kasih kasih iya bang bagus sama cpat jalanin motor nyah abang tepat waktu bangt jalanin motor nyah iya bang terima kasih iya bang
Positif,bgus cepat
Positif,pelayanan baik ramah
Negatif,jelek drivernya suka malak uang lebih apk
Negatif,aplikasi oke oknum driver kaya monyet semua gak ada ramah ramah
Positif,aplikasinya simpel tidak ribet
Positif,ramah tepat waktu
Positif,maxim sangat membantu bepergianmakasih maxim
Positif,sangat membantu pelayanan sangat baik
Positif,drivernya ramah banget
Negatif,tuk wilayah kota kediri oke pelayanannya kalau kota cimahi bandung wahhh susah dapat maxim
Negatif,transportasi bagus sangat membantu saya berpergian food kenapa tidak pas beli dimna ngk keluar² cuma layar putih lambat ngk pas mau beli makanan saya coba berkali² tetap ngk
Positif,terima kasih pak
Positif,banyak drivernya
Positif,mantap pelayanan
Positif,bagus sekali
Positif,order dipenuhi ikbal wahyu saputra motorcycle warna kuning nopol bglbc terima kasih atas perjalanan rating
Positif,terimakasih banyak pak antar sampai rumah selamat
Positif,pelayanannya baik
Positif,sangat puas diver ramah
Positif,pelayanannya sangat baikbagusjujur
Positif,sangat cpt alhamdulillah nyaman
Positif,pelayanan bagus
Positif,sangat memuaskan
Positif,nice harga ringan kantongdriver ramah
Positif,bagus pakai lebih murah ijo lainnya
Positif,sahngaht baik
Positif,sangar ramah mengerti keadaan custamer sehabis oprasi
Positif,enak ajak ngobrol gak cuwek
Positif,bp baik
Positif,gak dibuka beberapa hari
Positif,alhamdulillah maxim support system gofood baik cepat amanah
Positif,sangat cepat katanya aplikasinya menit cuma menit sampai
Positif,pelayanan prima terima kasih
Positif,driver ramah cakep
Positif,mantap drevernya gece
Positif,ramah safety berkendara terima kasih
Positif,driver ramahdan sabar
Positif,membantu sekali terimakasih
Positif,cepat tanggaptrims
Positif,mengikuti protokol
Negatif,tolong aplikasi maxim adain juga transaksi pay kalau pesan ojek car isi tarik saldo pembayaran ongkos ojek car
Positif,drivernya ramah banget
Positif,pelayanan hatihatian dalam berkendara cukup memuaskan
Positif,pengemudi sopan ramah mengendarai motor hati
Positif,sangat membantu
Positif,pengemudi ramah
Negatif,jangan ugalugalan dijalan patuhi peraturan lalu lintas jalan
Negatif,pengemudi terlalu banyak cancel
Positif,driverramah baik
Positif,pelayanan cepat
Positif,cepat lugas
Positif,bagus sekali
Positif,bapak baik bangettt
Positif,alhamdulillah pelayan bagus juga
Negatif,coba tolong setiap bulannya pihak maxim ada pengecekan kendaraan drivernya terutama mobil saya x naik maxim mobil dlm keadaan kotor bau tidak sedap gak nyaman banget rasa mual saya slama perjalanan cium aroma didalam mobil
Positif,driver ramah motornya bersih
Negatif,selamat pagi terhormat pihak maxim kenapa setiap kondisi hujan tidak ada menerima orderan terutama maxim ada balikpapan mohon ditindak lanjuti terkait hal
