sentiment,content,at
,drivernya baik banget,2024-12-10 00:13:42
,Kok bisa berubah harganya? Saya naik masih normal tertera di aplikasi saat sudah sampai kok jadi naik?,2024-12-10 00:03:51
,"Saya udah batalin orderan saya (masih menunggu yang mengambil orderan) karena saya jadi nya ngendarain motor. Tapi saat saya sudah sampai tujuan tiba tiba orderan saya ada yang nerima dan sudah ditempat menjemput, driver nya sampe ngehubungi saya. Padahal udah di batalkan dengan alasan ""Tidak Jadi"". Tolong perbaiki aplikasi nya.",2024-12-09 23:59:34
,baru pertama kali naek ojol,2024-12-09 23:46:43
,app yang sangat bagus dan sangat membantu,2024-12-09 23:31:56
,sangat memuaskan,2024-12-09 23:27:19
,"mantap la pokok nya, pengantaran cepat",2024-12-09 23:26:31
,driver nya ramah dan baik,2024-12-09 23:24:45
,baik and ramah,2024-12-09 23:03:00
,Estimasi 1 menit jadi 10 menit,2024-12-09 22:17:06
,"Pengemudi: Arsyad dengan Motorcycle, warna merah, nopol DD6853VH. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-12-09 20:06:09
,cepat dan baik,2024-12-09 19:54:29
,"Masa harus otorisasi kalau bru pakai pertama kali, urgent tapi gabisa digunakan.",2024-12-09 19:13:14
,good drivernya baik dan ramah sopan,2024-12-09 19:06:03
,top sangat memuaskan,2024-12-09 18:59:53
,mantap keren terima kasih,2024-12-09 17:10:03
,layanan mantap,2024-12-09 17:06:13
,pelayanan yang ramah,2024-12-09 16:33:09
,Pengemudi Ramah & Nyaman 👍,2024-12-09 16:29:17
,bagus ramah anakx,2024-12-09 16:15:37
,makin ksni agak susah masuk pdhal tinggal verivikasi kode tp ini suruh isi robot2 dsbnya.. ayo dong maxim dibagusin lg .. ditingkatkan bkan malah dipersulit.,2024-12-09 16:08:16
,ramah . respon sangat cepat,2024-12-09 15:27:16
,"Alhamdulillah sudah sampai tujuan,driver mengendarai dengan baik,terimakasih untuk Aplikasi Maxim",2024-12-09 15:00:18
,pengalaman pertama yg luar biasa,2024-12-09 14:46:38
,Driver ramah dan tepat waktu,2024-12-09 14:45:53
,driver ramah tamah dan nyaman bawa mobil.. mantapp sukses selalu maxim,2024-12-09 14:42:29
,Download maxsim banyaklah iklannya gak seru belumlah masuk i akun,2024-12-09 14:37:20
,"driver baik,ramah,sopan enak bawa motor nya",2024-12-09 14:26:27
,pelayanan sangat cepat dan tepat,2024-12-09 14:25:19
,gagal terus mau pesan maximfood,2024-12-09 14:25:12
,"tepat sasaran dan gak banyak protes, trima kasih🙏🤲",2024-12-09 14:08:44
,"kereennn.... cepat sigap, trima kasih",2024-12-09 13:55:17
,pelayanan n perjalanan bagus n nyaman,2024-12-09 13:47:27
,bagus baik drivernya gak menolak,2024-12-09 13:40:28
,Tarifnya mahal mending pakai ojol sebelah lebih irit,2024-12-09 13:39:10
,sangat baik dan memuaskan penumpang,2024-12-09 13:38:45
,semoga sukses dan di lancarkan rezekinya,2024-12-09 13:18:08
,"mantap murah sih maxim, ga tau kedepan nya gmna",2024-12-09 13:15:58
,ramah dan Baik,2024-12-09 13:12:00
,Makin lelet setelah update,2024-12-09 12:42:18
,"SEKARANG MAU PESEN JADI RIBET, HARUS VERIFIKASI GAMBAR BERKALI KALI",2024-12-09 12:39:14
,lelet sekali tahede,2024-12-09 12:37:05
,Maxim sangat membantu,2024-12-09 12:34:51
,pertama kali coba maxim. di musim hujan gini cuma maxim yg mau Terima orderan. Terimakasih sukses selalu 🙏,2024-12-09 12:15:57
,Pelayanan sangat Baik & Cepat,2024-12-09 12:03:23
,sangat Membantu,2024-12-09 11:53:19
,pelayanan ramah,2024-12-09 11:38:43
,Drivernya ramah,2024-12-09 11:36:51
,tolong dong ini mau pesan maxim harus nunggu 30menitan buat di konfirmasi sma maxim,2024-12-09 11:16:23
,"barang saya di bawa kabur sama drivernya, di daerah denpasar, di tlfn nomor nya di matiin",2024-12-09 11:02:42
,Aku lebih suka naik ojek online motor maxim karena tarif nya murah aku beri bintang 5 untuk rating sangat bagus?,2024-12-09 11:00:56
,seruu orangnya ramah bangett,2024-12-09 10:56:31
,"Aplikasi lemot banget. Astaghfirullah. Mau buka Maxim wallet trs pilih opsi gak muncul muncul, pas dikirim kode otp juga gak 1 nomer/akun malah kayak akun penipuan. Perbaiki lagi untuk sistemnya biar gak dianggap penipuan pas mau ngirim kode otp nya",2024-12-09 10:42:15
,drivernya baik,2024-12-09 10:34:30
,driver sangat ramah,2024-12-09 10:18:10
,mantap bosss... tingkatkan,2024-12-09 10:16:11
,bagus sangat membantu,2024-12-09 10:07:28
,terimakasih...baik sangat,2024-12-09 10:04:27
,drivernya ramah & baik mksh banyak ya sudah membantu 🙏🏼,2024-12-09 09:57:15
,"mantap banget...cepat,murah,dan ramah",2024-12-09 09:50:32
,bagus...respon cepat,2024-12-09 09:46:03
,puas sama kurir baik ramah,2024-12-09 09:45:17
,"sangat membantu , harga juga lebih murah dr yg lain 👍👍👍",2024-12-09 09:40:12
,pelayanannya bagus.,2024-12-09 09:37:15
,driver sangat ramah,2024-12-09 09:34:13
,"Order telah dipenuhi oleh: Adrial Suhadi dengan Motorcycle, warna hitam, nopol F5668XB. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.90)",2024-12-09 09:31:24
,masnya supel cepat sampainya 👍,2024-12-09 09:25:15
,bagus sekali,2024-12-09 08:50:35
,Drivernya baik 👍👍👍👍👍,2024-12-09 08:47:54
,layanan nya bagus,2024-12-09 08:25:46
,drivernya ramah,2024-12-09 08:17:01
,"Buat nyari titik lokasi sulit banget, tolong di revisi lagi aplikasinya!!",2024-12-09 08:09:59
,ramah dan sopan,2024-12-09 08:02:33
,ramah dan baik sekali,2024-12-09 07:46:18
,asyik orangnya semangat terus bang pejuang keluarga,2024-12-09 07:38:03
,Terimakasih cepat dan tepat waktu tidak menunggu lama 🙏,2024-12-09 07:31:59
,"pelayanan baik , maaf bang tdi salah titik'a,soal'a baru pertama order",2024-12-09 07:28:54
,Sangat Membantu Tahu Jalan,2024-12-09 07:21:04
,"Nomor kendraannya salah terus,kalau pesan pasti lambat sekali",2024-12-09 07:19:28
,"sangat cepat, terimakasih",2024-12-09 07:17:41
,cuaca hujan Maxim tetap melayani,2024-12-09 07:15:52
,mantap ramah dan sopan driver nya,2024-12-09 07:12:41
,perjalanan nyaman dan aman,2024-12-09 07:07:26
,"nyaman,sopirnya ramah",2024-12-09 06:57:26
,INI MAXIM AKHIR2 INI SUSAH SEKALI CARI PELAKSANANYA... WALALUN PESANNYA 20 MENIT SEBELUM BERANGKAT SAMA AJA GAK DATANG-DATANG.,2024-12-09 06:53:56
,mantab asik orangnya,2024-12-09 06:42:00
,"Kenapa maps nya gak di samain aja kaya GMaps? Kan jadi susah ya cari alamat, tambah lagi fitur kirim foto di obrolan",2024-12-09 06:37:17
,drivernya ramah,2024-12-09 06:36:51
,baik pelayanannya,2024-12-09 06:30:36
,"mas nya baik, ramah dan gercep. makasih banyak",2024-12-09 06:28:56
,bagus sekali,2024-12-09 06:27:05
,"saya suka pelayanan maxim cargo INI,gk cuman harga yg terjangkau tp driver ya pun ramah dn tanggung jawab...moga LAyanannya Mkin meningkat👍I Like the maxim cargo..Dan bintanglh bebricara",2024-12-09 06:25:23
,drivernya ramah,2024-12-09 06:11:18
,pelayanan sangat baik dan aman #sehatsehat pejuang rupiah😮‍💨🤩🥳,2024-12-09 06:00:13
,pengemudi ramah dan tepat jemput,2024-12-09 05:46:16
,"pelayanan baik , istimewa",2024-12-09 05:41:43
,gondrong abangnya lee seksi,2024-12-09 05:09:43
,Kendala di maps sering berbeda dengan maps pengemudi,2024-12-09 05:08:47
,sangat ramah dan baik,2024-12-09 04:32:26
,nyaman dan bersih,2024-12-09 04:21:44
,"baik dan sopan, sesuai waktu",2024-12-09 04:14:46
,baik...Fan jga Ramah!,2024-12-09 04:04:32
,driver nyaman & supel,2024-12-09 03:56:46
,bapak nya baik sehat trs ya pak lancar rejekinya🤲,2024-12-09 03:54:25
,Perbaiki petanya bang. Gak akurat. Mau pesan makanan khawatir nyasar. Tingkatkan terus yaaa,2024-12-09 03:44:53
,pelayanan sangat ramah👍,2024-12-09 03:34:32
,Maxim saya mohon untuk perbaiki titik jemputnya soalnya titik jemput nya langsung ngak bisa di ubah dari lokasi yang dipaskan sama aplikasi nya,2024-12-09 03:31:59
,bagus tepat waktu,2024-12-09 03:30:55
,"aplikasi ini sangat membantu pengiriman, amanah",2024-12-09 02:51:15
,"bagus n memuaskan, trims",2024-12-09 02:47:39
,pelayanan sangat memuaskan,2024-12-09 02:40:16
,terimakasih sudah mengantar kami sampai selamat kerumah 🤗hati2 di jalan nya,2024-12-09 02:40:06
,sangat membantu,2024-12-09 02:35:54
,"memuaskan..nyaman, aman dan komunikatif.",2024-12-09 02:25:17
,Alhamdulillah bang Maxim baik bangt maksih,2024-12-09 02:16:20
,pelayanan ok driver baik sekali,2024-12-09 02:14:21
,Mantap amanah tq sukses sll,2024-12-09 02:09:43
,"gmn si, pda g amanah, di aplk udh ad hrgny tpi dimintak nya lebih, kalo lebih 5k gpp, ini 100k anj, mikir dong",2024-12-09 02:06:09
,Tolong benerin tata kelola mapsnya.,2024-12-09 02:00:13
,apk rusak orang mau login minta kode otp sj ga bisa,2024-12-09 01:53:08
,sehat selalu abang,2024-12-09 01:47:39
,sangat membantu,2024-12-09 01:44:14
,"Pengemudi: Febry Marlex Pelupessy dengan Daihatsu Sigra, warna hitam, nopol DE1262AV. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.90)",2024-12-09 01:42:21
,orang ya ramah terimaksih pertahankan,2024-12-09 01:29:54
,terima kasih atas bantuannya dan pelayanan nya,2024-12-09 01:18:54
,lain kali teh jangan slah lagi y👌🤭🙏,2024-12-09 01:17:34
,istimewa drivernya,2024-12-09 01:12:26
,pelayanan sangat baik,2024-12-09 01:10:12
,biar bintang yg berbicara,2024-12-09 00:53:34
,driver ramah dan istimewa,2024-12-09 00:22:41
,sangat bagus dan juga cepat,2024-12-09 00:21:44
,"selama setahun pakai maxim baru kali ini saya kecewa berat.. Baru kali ini saya pesan maxim bikin saya menunggu hampir setengah jam dan ujung-ujungnya pengemudi ini cancel karena karena pengemudi selalu tersesat, tolong maxim upayakan pengemudi yang benar-benar tau baca maps. saya tidak pernah sekesal ini sama pengemudi maxim. saya kasih bintang 1 dan saya uninstall apk ini. tidak akan saya pakai lagi apk ini",2024-12-09 00:17:53
,Penyeleksian sangat lama,2024-12-09 00:17:27
,sampai tepat waktu,2024-12-09 00:16:13
,"orangnya baik, dan ramah makasih yaa pak",2024-12-09 00:08:06
,"map ga akurat,alamat ga sesuai",2024-12-09 00:03:42
,sangat cepat kedatangannya,2024-12-08 23:33:13
,"terimakasih sudah membantu, nyaman dalam perjalanan",2024-12-08 22:52:54
,supirnya ramah,2024-12-08 18:08:55
,mantap tau semua tempat terbaik👍👍👍👍👍,2024-12-08 18:04:22
,mantap driver nya,2024-12-08 17:47:06
,motor enak tepat waktu,2024-12-08 17:09:51
,aa nya mantap,2024-12-08 16:57:49
,terimah kasih driver yg baik i allah banyak rejekita bapak,2024-12-08 16:29:41
,drivernya Maxim Amanah dan ramah,2024-12-08 16:24:50
,perjalanannya mantap,2024-12-08 16:20:09
,1.sangat memuaskan 2.cepat respon 3.pelayanan ramah,2024-12-08 15:40:09
,sangat memuaskan,2024-12-08 15:36:08
,nyaman dan ramah,2024-12-08 15:31:33
,driver super ramah ...,2024-12-08 15:23:31
,alhmdllah sampai dengan slamt,2024-12-08 15:19:19
,driver nya gak sedia jazz hujan..saya dibiarkan sampai kehujanan sampai rumah tetap kehujanan...,2024-12-08 15:12:33
,"terimakasih pak, sehat selalu",2024-12-08 14:45:45
,sangat puas dengan deriver,2024-12-08 14:44:03
,"super baik, mksh udh nolongg",2024-12-08 14:32:03
,mantaf pa joko... terima kasih .. sehat selalu baanyak rezeki dan barokah...,2024-12-08 14:24:32
,sangat memuaskan,2024-12-08 14:23:24
,murah dan cepat,2024-12-08 14:05:45
,drivernya baik sopan,2024-12-08 14:04:22
,Sangat cepat sekali saya pesan langsung cepat datang kerumah,2024-12-08 13:54:38
,mobilnya nyaman. pelayanan baik. driver juga gak kebut2an,2024-12-08 13:41:23
,drivernya ramah dan kita cepat sampai di tujuan👍thanks,2024-12-08 13:36:23
,"pelayanan yg sangat bagus , semoga terus bgus",2024-12-08 12:57:57
,mantap pelayanan nya,2024-12-08 12:51:42
,terimakasih banyak pak sudah mau setutin motor saya.semoga banyak rezeki nya,2024-12-08 12:23:37
,"berhati hati dalam perjalanan, datang/tiba tepat waktu, dan ramah.",2024-12-08 12:07:16
,"driver sangat ramah,andai semua driver maxim nya seramah bapak",2024-12-08 12:04:51
,"driver sopan. cekatan, tidak ugal ugalan. mantap",2024-12-08 11:59:38
,"driver nya nya ramah, mobil nya bersih",2024-12-08 11:55:45
,Tolong Maxim yang car nya jangan mau yang mahal terus orderannya giliran dapet orderan yang murah aja pada tolak semua padahal kan Deket tempat tujuannya,2024-12-08 11:35:33
,"Map-nya aga ngeleg,nyari alamatnya susah banget ga ketemu ketemu",2024-12-08 11:18:22
,Baru make udah ngebug ga bisa co,2024-12-08 10:51:50
,Harga murah tp sayang bayarnya gak bs cashless.. via ovo atau apa gitu biar enak,2024-12-08 10:48:39
,sangat membantu dan sangat terjangkau untuk harga,2024-12-08 10:46:00
,Top sangat membantu transportasi,2024-12-08 10:15:19
,Alhamdulillah bapak ini baik banget . kemaren sy lupa bawa dompet JD sy blm bayar. saya minta tolong minta no hp nya ya untuk membayar ongkos saya. terimakasih operator,2024-12-08 09:46:26
,sangat membantu,2024-12-08 09:44:18
,TOLONG UNTUK PIHAK MAXIM LEBIH DI PERHATIKAN DRIVERNYA. MAXIM SERING BANGET DRIVERNYA MINTA TAMBAH ONGKOS PADAHAL BELIAU YG SALAH JALAN,2024-12-08 09:37:34
,sangat membantu,2024-12-08 09:32:39
,"1. Saya tidak di tawarin pake helm dan akhir nya dri stasiun angke ke rusun waduk pluit tidak pake helm sih parah 2. Spidometer motor mati jadi ga bisa kontrol kecepatan 3. Lebih parah nya saya berhenti cuma beli roko ke alfamart ga nyampe 5menit ada tambahan tarif tunggu jadi 22.800 yg tadi nya tarif nya 17.800 intinya naik 5ribu, gila sih ini driver gw baru dpet di maxim driver model bgini gw sering pake mampir beli roko doang 4. Pajak mati 08/08/2022 plat B 4178 BIY hati2 yg pesen maxim",2024-12-08 09:20:56
,Gembel kalah sama apk lain masa nomer saya GK masuk kaya mana nih lambat bngt bangkrut aja,2024-12-08 09:09:42
,"Maxim sekarang eror , payah banget sekarang,",2024-12-08 09:02:27
,"bagus, cepat, amanah",2024-12-08 08:53:17
,terimakasih sudah membantu,2024-12-08 08:51:58
,"Driver sangat buruk,banyak ugal-ugalan dijalan,pelayanan sangat buruk",2024-12-08 08:41:28
,pelayanan yg baik,2024-12-08 08:34:41
,"Susah mendapatkan driver, maps nya juga tidak akurat",2024-12-08 08:23:58
,ramah dan baik,2024-12-08 08:18:21
,saya gak dikasih helm,2024-12-08 08:15:21
,"Aplikasi jelek, nemen banget lagi! Jangan order lagi",2024-12-08 08:14:29
,Maxim saya kok gak bisa pake ya kak,2024-12-08 08:11:53
,perjalanan sangat baik,2024-12-08 08:09:12
,"Saya kecewa sama aplikasi ini, saya ga pesen, masa ada driver telepon saya",2024-12-08 07:59:02
,pelayanan nya mantap,2024-12-08 07:56:12
,sangat puas terimakasih kk,2024-12-08 07:53:56
,"Top up susah, yg keisi juga beda nominalnya Uninstall",2024-12-08 07:46:02
,driver nya ramah,2024-12-08 07:35:22
,1.Saya order minuman yg datang malah ga sesuai sedangkn coffee shop itu di gelasnya ada mark nama brand nya 2. Setelah di cek di kota saya ternyata sudah tutup coffee shop nya toi kenapa tetap sampe minuman nya dan ga di kasi tau klo udh tutup kan bisa order lgi 3. Ini salah satu bentuk scam menurut saya karna saya order minuman harganya sampe 62 rb sudah dgn ongkir 8k tpi klo di belikan minum oinggir jalan harga 10k juga mending pake ojol lokal Peringatkan tu driver nya.,2024-12-08 07:24:01
,"sngt baik ,plis manis orngnya ghhhhhhh",2024-12-08 07:14:12
,drivernya paten,2024-12-08 07:00:23
,responnya cepat,2024-12-08 06:53:32
,makasih sudah antar makananya,2024-12-08 06:35:13
,"Baru kali ini naik trasportasi onlen, ketika barang ketinggalan, driver susah di hubungi, itu terjadi ketika saya memakai apk ini di salatiga, but ya udh lah ya di ikhlasin, mungkin beda SOP nya Terima kasih",2024-12-08 06:12:44
,Tks Pa Beni atas ketepatan nya,2024-12-08 06:04:51
,semga laris dan banyak rejekinya,2024-12-08 05:59:54
,"cepat, ramah, profesional, puas",2024-12-08 05:55:32
,fast respon terima kasih,2024-12-08 05:52:48
,"driver ramah enk,,",2024-12-08 05:51:53
,cepat baik ko,2024-12-08 05:48:58
,sangat membantu perjalanan,2024-12-08 05:39:10
,"Kurir2 nya pada kurang ngajar, ngecancel seenaknya. Sampe dimarahin sama kurir lain, karna kita batalin",2024-12-08 05:27:53
,"ga bgt dehh, Udah maps nya gajelas, terus ga lengkap lagi, hadehhh...g bgt euu",2024-12-08 04:31:08
,terima kasih iya om semoga amal ibadah beliau diterima oleh allah,2024-12-08 04:26:32
,Terimakasih banyak.. pelayanan Mantap,2024-12-08 04:12:42
,aplikasinya log out sendiri padahal masih dalam tahap orderan. kasihan para draiver nya. sulit menerima kode verifikasi,2024-12-08 04:11:03
,"ok lumayanlah untuk pesanannya selain murah, respon tdk terlalu lama,",2024-12-08 04:08:49
,"mobil bersih nyaman, driver sangat baik dn ramah.. 👍👍👍👏👏",2024-12-08 03:57:20
,Mau login aja banyak Cacha nya terus di tungguin kode otp nya gak masuk-masuk benerin bro,2024-12-08 03:55:40
,mantap sekali,2024-12-08 03:51:37
,Aplikas terjelek dan banyak bug nya terutama saat pengiriman kode login yang tidak terkirim,2024-12-08 03:36:34
,mohon segera di perbaiki masalah maps nya agar bisa singkrong sesuai titik,2024-12-08 03:36:05
,Mencari pengemudinya lama,2024-12-08 03:22:12
,di aplikasi bayar 59.500 tapi pas turun minta bayar dengan tambahan bagasi jdi total 90 rb👎,2024-12-08 03:21:29
,tepat waktu bpk ny sopan dn ramh..trimksh ...,2024-12-08 03:19:01
,"Terimakasih bapak, perjalanan sangat menyenangkan sekali, sehat2 bapak☺️😊🙏🙏",2024-12-08 03:18:07
,"Abg kurirnya baik, Ramah. Pengiriman cepat",2024-12-08 03:06:25
,rute baik dan ramah,2024-12-08 03:03:08
,sangat baik dan ramah,2024-12-08 02:46:41
,Tolong perbaiki gmaps nya. Terus stelah update ko Mlah gak bisa cek posisi drivernya? Terima kasih,2024-12-08 02:30:34
,mksih bang hati² d jln.,2024-12-08 02:29:35
,bagus. tidak ada masalah.,2024-12-08 02:23:25
,tidak mendapatkan kode verifikasi masuk padahal sudah dicoba berapa kali sangat tidak rekomendasi,2024-12-08 02:14:38
,memuaskan sekali,2024-12-08 02:14:14
,ramah .baik trimaksih tumpangannya,2024-12-08 02:05:18
,Tetap semangat yaah mas,2024-12-08 02:04:03
,sangat nyaman dan ramah,2024-12-08 01:05:17
,"orangnya baik, ramah dan sopan.... terimakasih.....😊😊😊🙏",2024-12-08 01:00:09
,"Driver baik,ramah cara bawa kendaraan bermotor sangat baik",2024-12-08 00:56:49
,okee terima kasih,2024-12-08 00:44:30
,Bagusss dan murahhh,2024-12-08 00:44:19
,biar bintang yg berbicara,2024-12-08 00:15:11
,Murah dan baik,2024-12-07 23:50:23
,"Woi kenapa setelah update jadi tidak bisa lihat Driver seperti kemarin kemarin, makin kesini makin ancur aja ni APK vangsad",2024-12-07 23:48:35
,mantap pak robert tarigan,2024-12-07 23:33:15
,bgus tetap stabil,2024-12-07 23:16:49
,"trmksh pak, smg amanah",2024-12-07 23:13:53
,Naik maxim nyaman0 dan murah,2024-12-07 23:10:18
,driver bagus dan ramah,2024-12-07 23:02:42
,kecepatannya sangat bagus,2024-12-07 23:01:14
,layanannya baik dan ramah 😊😊,2024-12-07 19:28:40
,"Maxim bgs cuman kalau udah lat, kita udah pesan cuman drivernya malah alasan banyak",2024-12-07 19:12:45
,"motornya nyaman, harga terjangkau, aman sampai tujuan",2024-12-07 18:10:52
